@relation review

@attribute sentence string
@attribute aspect {character, plot, neither}

@data
"Harrys parents were dead when he was a toddler ",neither
"They were killed ",neither
"his uncle and aunt and cousin always treat him so badly ",character
"Harry even sleeps in a cupboard ",neither
"But theres something special about him that he doesnt e REVIEW TO COME ON SATURDAY stars this is the hardest review I have ever written because what can I say about Harry Potter",neither
"But Ill try my best on writing this review Harry Potter is an eleven year old boy ",neither
"He lives with aunt Petunia uncle Vernon and his naughty cousin Dudley ",neither
"Harrys parents were dead when he was a toddler ",neither
"They were killed ",neither
"his uncle and aunt and cousin always treat him so badly ",character
"Harry even sleeps in a cupboard ",neither
"But theres something special about him that he doesnt even know it ",neither
"Until a letter from Hogwarts arrives at his house and a big man named Hagrid tells him that he is a wizard ",neither
"My Opinion dont freak out okay",neither
"because this is the first time I read Harry Potter ",neither
"I know I know ",neither
"Im so late but I think theres no such thing as too late when it comes to books ",neither
"DI read this because everyone that I know always loved this series ",neither
"My big sister loved this series ",neither
"My big brother also loved this series but he only have watched the movies because hes not a reader and I think all my Goodreads friends also loved this series ",neither
"So I was like what am I waiting for",neither
"I need to order this book but the problem is I just bought the first book because I just wanted to try it and I had never thought that I would love this book so much ",neither
"now I have to wait the next books to arrive at my home ",neither
"I WAS SO STUPID",neither
"Im serious I even cried when I finished this book because ",plot
"You know that ending when Gryffindor wins the house cup ",neither
"I was about to scream GRYFFINDOR ",neither
"GRYFFINDOR ",neither
"GRYFFINDOR but I realised that me my mom and my brother were in the same room and if I did that Im sure they would think I was crazy ",neither
"I DONT HAVE THE SEQUEL",neither
"guys if you havent read this book I suggest you all to read it and dont just buy the first book ",neither
"unless you want to end up like me ",neither
"Why Did I Give This Book Stars I loved all the characters in this book Except you Malfoy ",character
"He always mocked Ron and it made me so angry",character
"I mean how could anyone hate Ron Weasley",neither
"and guys I loved all the weasleys",character
"George and Fred made me laugh so much and Percy",character
"this cute boy who always said Prefect everytime ",character
"I wish I had friends like these guys ",character
"and the friendship between Harry Ron and Hermione was so great",plot
"I always thought I was Hermione while reading it hahaha ",neither
"and Peeves the poltergeist",character
"I liked him so much",character
"he always made me laugh",character
"everytime he caused trouble I always laughed he is my favorite ghost in this series and I hope Ill see him again in the sequel ",plot
"guys did you like him or hate him",neither
"and if Peeves isnt your favorite ghost so whos your favorite ghost",neither
"tell me on comment section belowso basically I loved everything about this book ",neither
"To be honest I have watched all the movies before reading the book ",neither
"I guess I watched them all like ",neither
" years ago ",neither
"I wasnt a reader that time ",neither
"But thankfully I dont really remember about the story but I still do remember the ending ",neither
"I wish I could forget it ",neither
"TT I tried the test on pottermore a few days ago and the result was GRYFFINDOR ",neither
"I was am so happy",neither
"what about you guys",neither
"thank you guys for reading and liking this review",neither
"I hope you guys have an amazing weekend ",neither
"Happy Reading",neither
"You know that ending when Gryffindor wins the house cup ",neither
"I was about to scream GRYFFINDOR ",neither
"GRYFFINDOR ",neither
"GRYFFINDOR but I realised that me my mom and my brother were in the same room and if I did that Im sure they would think I was crazy ",neither
"I wish this book had come out when I was young I wish that someone had convinced me to read them when they first came out and I wish I had read this series before I watched the movies I wish I wish I wish I wish I wasnt a Muggle The day started off the same as any other day for Vernon Dursley he picked out his clothes for work got dressed listened to his wife Petunia as she struggled with their son Dudley during one of his tantrums grabbed his briefcase kissed them both goodbye I wish this book had come out when I was young I wish that someone had convinced me to read them when they first came out and I wish I had read this series before I watched the movies I wish I wish I wish I wish I wasnt a Muggle The day started off the same as any other day for Vernon Dursley he picked out his clothes for work got dressed listened to his wife Petunia as she struggled with their son Dudley during one of his tantrums grabbed his briefcase kissed them both goodbye got into his car and drove away from number four Privet drive ",neither
"That is where the day took a strange turn Vernon just chose to ignore it He ignored the cat reading a map on the street corner outside his home ",neither
"He ignored the people dressed in cloaksHe ignored the owls flying outside his window at work and after some careful consideration he decided to also ignore the whispers on the streets outside at lunch mentioning the name Harry Potter and the strange man that hugged him for no reason If Vernon had been a different sort of man he would have known life was about to change for his happy little family The street lights on Privet drive flicker off one by one and a group of four gather just outside the Dursley residence ",neither
"Dumbledore Professor McGonagall and Hargrid set baby Harry and a letter on the doorstep ",neither
"For Harry Potter isnt just any child and must be kept safe ",neither
"One day he will know who he is and one day they will come back for him First off I would like to thank my friend Stepheny for finally being the one to give me that extra push I needed to give in and read this wonderful book and I do mean PUSH ",neither
"She was relentless and now I know why",neither
"Anything I say will pale in comparison to her review of HARRY POTTER AND THE PHILOSOPHERS STONE so I am going to link her review and let her words take over from here httpswwwgoodreadscomreviewshow Thanks Stepheny",neither
"He couldnt know that at this very moment people meeting in secret all over the country were holding up their glasses and saying in hushed voices To Harry Potter the boy who lived What can I really say about the Harry Potter series that hasnt already been said before When I was younger Ive always wanted to read the Harry Potter books ",neither
"But as a child I was intimidated by how thick the books were including the first installment which also happens to be one of the more shorter books He couldnt know that at this very moment people meeting in secret all over the country were holding up their glasses and saying in hushed voices To Harry Potter Uthe boy who lived What can I really say about the Harry Potter series that hasnt already been said before When I was younger Ive always wanted to read the Harry Potter books ",neither
"But as a child I was intimidated by how thick the books were including the first installment which also happens to be one of the more shorter books in the series",neither
"Its a funny thought now considering how I read books even more than double the size of Harry Potter and the Sorcerers Stone ",neither
"But last year I made a resolution to read all the Harry Potter books starting in January and finishing no later than April because Universal Studios is finally opening The Wizarding World of Harry Potter theme park in California ",neither
"And what better way to reward myself for finishing the series than taking a journey through the magical world of Harry Potter",neither
"Chocolate Frogs Bertie Botts Butter Beer Hogwarts HERE I COMEWith that being said I really enjoyed this book as much as I thought I would ",plot
"I loved seeing all the bonus scenes and dialogue that were excluded from the film and how different everything seemed as opposed to watching the films ",neither
"However I think I did enjoy the movie a bit more than the book ",neither
"Maybe its because I grew up watching the Harry Potter movies and still do several times every year rather than growing up and reading the books ",neither
"So if anything its actually kind of backwards for me Ive noticed that the movie took on a more darker atmosphere compared to the lighter more kidfriendly mood that the book possessed ",plot
"A good example of this for me would be the Sorting Hat scene ",neither
"In the movie the Hat actually frightened and freaked me out and to be honest it still does",neither
"But in the book everyones all happy and singing and just WAY different from how I wouldve pictured it if I would have read the book first then watched the movie ",plot
"Im really glad that the movie did such a fantastic job at depicting this book and in some ways made it even better ",neither
"I thought I already knew the Wizarding World like the back of my hand but after reading Harry Potter and the Sorcerers Stone it opened my eyes to a whole new perception that the movies could never have given me ",plot
"Although being a fan isnt determined by whether or not youve read all the books or watched all the movies Im really proud of myself for finally tackling this once childhood fear of mine to read the Harry Potter series ",neither
"And for me it feels as if Im kicking it up a notch as a Harry Potter fanatic whos seen the movies and is finally one step closer to finishing the books ",neither
"Im not going to comment on the literary shortcomings of this book the cliches the painfully long narrative the fact that the characters will not think about an issue for months but then suddenly it becomes important again ",neither
"Smarter people than me have already said all this What bothers me about the Harry Potter universe is its characterization of magic ",plot
"Why is magic so easy in the Harry Potter universe",neither
"Its only moderately a matter of skill to use magic ",neither
"Magic is mostly saying the correct Im not going to comment on the literary shortcomings of this book the cliches the painfully long narrative the fact that the characters will not think about an issue for months but then suddenly it becomes important again ",neither
"Smarter people than me have already said all this What bothers me about the Harry Potter universe is its characterization of magic ",plot
"Why is magic so easy in the Harry Potter universe",neither
"Its only moderately a matter of skill to use magic ",neither
"Magic is mostly saying the correct word with the correct intonation and the correct flourish of the wand and boom",neither
"youve done something magical ",neither
"If it were only for small things I dont think this would bother me so much but the same works for more serious things like killing someone There is so much that is contrary to logic and I dont mean science I mean how reasonable people would behave in the magic of Harry Potter that it drives me crazy ",plot
"Why is the magical world so separated from the real world",neither
"What is their interaction",neither
"If magic works in the muggle world what is preventing someone like Voldemort from completely taking over the muggle world",neither
"What is preventing any character from killing any other character by simpling saying the killing curse at any time",neither
"Human decency",neither
"Obviously there are a lot of characters in the books that dont have any ",neither
"This never made any sense to me I would like to draw a comparison with and Im sure people on a site about reading books will crucify me for mentioning TV which is obviously incapable of being an art form Buffy the Vampire Slayer ",plot
"In Buffy every time you use magic you pay for it ",neither
"For little things like floating a pencil you pay for it in concentration and maybe a little physical energy but not more than going for a walk ",neither
"However the more you take the more you have to give back in one form or another ",neither
"The show is not always entirely consistent on this but the idea makes sense ",plot
"To bring someone back from the dead you have to kill something else or pay some other kind of price ",neither
"If you want to kill someone there is a physical price a mental price ",neither
"Nothing is free ",neither
"In Harry Potter it seems like everything is free Its always put me off and every time a fan tries to explain to me why Im wrong it sounds like a deus ex machina or just a plain old stretch Also quidditch is the most pointless sport ever created ",plot
"Only in game out of does anything of the action matter to the outcome of the game ",neither
"Only the seeker and the bludgers mean anything ",neither
"Sure people were talking about this book everywhere but come on its a childrens book",neither
"After a few minutes of going back and forth inside my own head I decided I would at the very least give it a shot ",neither
"I mean why not right",neither
"I told myself that if I didnt like it I could put it down and move on with my life ",neither
"I finished that book that same day ",neither
"I picked it up became so immersed that I couldnt put it down and it was over before I knew what had just happened ",plot
"Later that evening I asked my mom if she could pick me up the other books of the series that were already out ",neither
"When she gave me the next two I finished those and had to wait for a whole year before I could get my hands on the fourth one I was hooked ",neither
"There is a reason that I encourage people to read this series ",neither
"It is lifechanging ",plot
"For me anyway ",neither
"I would reread the first books before the new one was coming out would wait in the endless lines at midnight to get my copy and stay up the rest of the night reading until my eyes forced themselves shut against my insistence that they stay open ",neither
"I am a part of the Harry Potter generation even if I got a late start ",neither
"I have continued the tradition of rereading the series every year and I am telling you it never gets old ",neither
"In fact it makes me feel young again ",plot
"It takes me back to my young carefree days when life was easy and made sense ",plot
"I read this series because I love every word of it ",plot
"The characters are unforgettable the storyline is an adventure and the series itself is perfection ",plot
"This book has seen me through my worst days ",neither
"It saw me through my awkward teenage years my insecure posthigh school years and the uncomfortable years where you are trying to define who you are and where you stand in the world ",neither
"And when my father was first diagnosed with cancer I turned to this book to help me out ",neither
"It has never once let me down ",plot
"I tell people to read the first few books to get a feel for the story but know they are definitely childrens books ",neither
"That by no means lowers the level of enjoyment But as the story progresses the storyline matures as do the characters ",plot
"I see a piece of myself in nearly every character and I think that is what helps make Harry Potter such an incredible experience ",plot
"Even if the situations are a little extreme you can relate to the characters ",plot
"The world is so real you just know it actually exists and that JKR has been granted accesswhich is why she was able to write about it DUH",plot
"I am thankful I was able to convince my GR buddy Delee to pick these books up and even more thrilled that she loved it ",plot
"So far every person I have persuaded has enjoyed the books and that is an incredible feat if not only for the reason that every person I have persuaded has had very different tastes in books ",plot
"These books are truly something special ",plot
"With as many times as I have read these books this is the first time I have tried to write a review ",neither
"How do you even write a review for HP I guess I can sum it up with this I will continue to reread these books until I am dead and hope to one day share it with the children I dont have yet ",neither
"This is more than just a book it is a part of who I am ",neither
"I primarily wanted to reread this book in honor of the Banned Books Week this series is on the Top Banned Challenged Books list ",neither
"It also happened that I was on vacation in Orlando and surely enough a Universal Studios Hogwarts visit was a must ",neither
"Oh the nostalgia",neither
"A lot has been said already about the series so I wont repeat ",neither
"I just feel very very sad for the kids whose parents choose to ban these books from their houses and their lives ",neither
"To take something so wondrous ima I primarily wanted to reread this book in honor of the Banned Books Week this series is on the Top Banned Challenged Books list ",neither
"It also happened that I was on vacation in Orlando and surely enough a Universal Studios Hogwarts visit was a must ",neither
"Oh the nostalgia",neither
"A lot has been said already about the series so I wont repeat ",neither
"I just feel very very sad for the kids whose parents choose to ban these books from their houses and their lives ",neither
"To take something so wondrous imaginative so magical from children is pretty much a crime in my eyes ",plot
"These books have given me a lot pleasure over the years but I have to praise them especially for their ability to turn the old me and my equally old husband into children who can still sigh in delight at seeing Hogwarts the Sorting Hat the Olivanders almost come to life and smile from ear to ear just because we were drinking butterbeer at Three Broomsticks its very tasty BTW Ive been there and flown on a broomstick with Harry Potter ",neither
"If you dont know what a Muggle is by now you are either Rip van Winkle or enormously stubbornenormously stubborn ",neither
"yup that shoe fits",neither
"In my gradual return to books after my harrowing experience with Mocking jay Ive built myself up to Harry Potter Five stars to a book that is what it is and isnt what its not ",neither
"Make sense",neither
"This is a middle school childrens book and when its read as such its great ",plot
"I see people giving this one or two stars and I scratch my head in wonderment ",neither
"Do they compare it to Shakespeare or Hemmingway",neither
"Do they read it as it was meant to be read or are they bringing snooty intellectual baggage to the ta In my gradual return to books after my harrowing experience with Mockingjay Ive built myself up to Harry Potter Five stars to a book that is what it is and isnt what its not ",neither
"Make sense",neither
"This is a middle school childrens book and when its read as such its great ",plot
"I see people giving this one or two stars and I scratch my head in wonderment ",neither
"Do they compare it to Shakespeare or Hemmingway",neither
"Do they read it as it was meant to be read or are they bringing snooty intellectual baggage to the table ",neither
"You are smart ",neither
"We get it ",neither
"You are all a bunch of geniuses now try having some fun",neither
"It was agony to touch a person marked by something so good To give you an overview of the story As if I was gonna do that ",neither
"I wouldnt want to be pelted with rotten tomatoes mind you ",neither
"Lol ",neither
"As for my review I politely refer you to all other great five star reviews of this book and think of every little thing good you can think of every beautiful word that comes to mind every amazing feeling you remember those are what I will say of this book of the characters of the writing and of e It was agony to touch a person marked by something so good To give you an overview of the story As if I was gonna do that ",plot
"I wouldnt want to be pelted with rotten tomatoes mind you ",neither
"Lol ",neither
"As for my review I politely refer you to all other great five star reviews of this book and think of every little thing good you can think of every beautiful word that comes to mind every amazing feeling you remember those are what I will say of this book of the characters of the writing and of everything about the book ",plot
"The only challenge I encountered reading this was this little voice speaking in perfect British accent that was manipulating my entire reading ",neither
"That stubborn voice prolonged the entire process because it wanted to be heard and so many times that voice managed its way through my mouth making me read the words aloud in this foreign voice thatUs definitely not my own ",neither
"Lol ",neither
"I know Im not making sense anymore so I will stop but before that let me just say that I loved all the characters of course except the despicable ones but that who made the strongest impression upon me is surprise surprise",character
"That quote above belongs to him ",neither
"He amuses and surprises me all the time despite his little but hugely significant roles in the entire story ",character
"I was laughing out loud at his mention of eating a vomit flavored bean and then trying another only to taste the earwax flavored one ",character
"But except from his hilarity everything he says is a precious gem ",character
"After all to the well organized mind death is but the next great adventure I know it sounds too much but I was laughing and crying at the books perfect ending ",plot
"Everything is just perfect",plot
"Thank you Hayat for this reading challenge and thank you Isabelle for providing me the book ",neither
"You guys are the best",neither
"Wow",neither
"Watching the movie was one thing but reading it is completely something else",neither
"I wish I didnt watch the movies first My first impressions I didnt realize how humorous some parts of the book were",plot
"Albus Dumbledore youre definitely off your rocker but I LOVE IT The friendships and interaction between all the characters are great ",character
"I love the love hate relationship going on between Ron and Hermione Harry is a spunky kid Wow",character
"Watching the movie was one thing but reading it is completely something else",neither
"I wish I didnt watch the movies first My first impressions I didnt realize how humorous some parts of the book were",plot
"Albus Dumbledore youre definitely off your rocker but I LOVE IT The friendships and interaction between all the characters are great ",character
"I love the love hate relationship going on between Ron and Hermione Harry is a spunky kid isnt he",character
"For a year old he really knows how to hold his own ",character
"Well done sir Neville Longbottom ",character
"What can I say",neither
"Hes the true hero isnt he",character
"Love The Mirror of Erised chapter Quidditch is amazing ",plot
"Can I be a Beater Excellent writing "neither
"Great setup for the rest of the books Check out my full review here httpthereadablestumblrcompost This is the hardest review Ive had to write all year",neither
"Sometimes you read a book thats so magnificent so completely perfect you literally dont have words to describe it and no matter how hard you try no matter how hard you dig inside yourself you cant find the right ones ",plot
"I adore the entire series and love the educational value and positive messages as well in the book I could read it over and over again",plot
"my childhood was amazing I grew up watching harry potters movies as an adult Im This is the hardest review Ive had to write all year",neither
"Sometimes you read a book thats so magnificent so completely perfect you literally dont have words to describe it and no matter how hard you try no matter how hard you dig inside yourself you cant find the right ones ",plot
"I adore the entire series and love the educational value and positive messages as well in the book I could read it over and over again",plot
"my childhood was amazing I grew up watching harry potters movies as an adult Im still so amazed by this series its my first time reading JK Rowlings books and Im loving it ",plot
"I cant wait to read the rest of the series ",neither
"Oh look",neither
"A cute funny childrens book just the right length with a nicely constructed self contained plot and a good ending Well obviously we want to turn it into a huge bloated ridiculously self important seven volume series ",plot
"Nothing else would make sense ",neither
"It does not do to d well on dreams and forget to live Is there a person in the entire planet that has never in their lives read at least a Harry Potter novel",neither
"No I dont think so ",neither
"Is there a person whos never heard of Harry Potter",neither
"No I dont think so even my grandma knows of him ",neither
"We all love us some Harry Potter ",neither
"Its a favorite of mine and Im sure every bookworm whos out there can appreciate and understand the reason why I was one of those little kids that run around dressed up like H It does not do to dwell on dreams and forget to live Is there a person in the entire planet that has never in their lives read at least a Harry Potter novel",neither
"No I dont think so ",neither
"Is there a person whos never heard of Harry Potter",neither
"No I dont think so even my grandma knows of him ",neither
"We all love us some Harry Potter ",neither
"Its a favorite of mine and Im sure every bookworm whos out there can appreciate and understand the reason whyI was one of those little kids that run around dressed up like Harry ",neither
"For the record I really did ",neither
"I would wear those round glasses and swish and flick my wand around and I took so pride in doing soIt took me some time to read the books because I didnt use to be a bookworm I only started appreciating the magic of books like two years ago ",neither
"I read this last year and after seeing the movie countless times I still didnt feel like reading something forcefully or something I knew what its story was going to be although I did JK ",neither
"Rowling created a world that is so genuine so detailed so real ",plot
"She took a word magic and she gave new meaning to it creating spells traditions to follow magic throughout this magnificent journey ",plot
"She created these three real passionate and amazing characters that we all love and in a way we grew together ",character
"This is my childhood ",neither
"No not the books ",neither
"But I was fan of the movies ever since the first one and maybe I wasnt one of the lucky ones to read the book from the beginning I still have a word at saying that we were lucky to grow up into the Harry Potter generation This as you all know is the first novel in the series and its an introduction mostly ",neither
"Its size is not so big but trust me its a wondrous book that makes every little kids fantasy and why not kidgrown ups run wild ",neither
"I love this and how juvenile it is ",plot
"Harry Ron Hermione theyre all so cute and small theyre just little kids chasing down the adventure We all know who Harry and his side kicks are ",character
"We all know about his lightningshaped scar ",neither
"We all know what hes been through when he was just a little boy So I dare you if youre my age that is and youre a fan of the movies but have never given this book the chance it deserves read the hell out of it ",plot
"Its never to late Thanks for reading my review more I think we must expect great things from you Mr Potter After all He Who Must Not Be Names did great things terrible yes but great The feels and memories this read has brought back is unreal ",plot
"Cant say more than this is From beginning to end Everything was Harry Harry my dearest Harry this book was you finding out who you are and that you were not just any ordinary boy ",neither
"Harry Potter Harry Potter has and always will have a special place in my heart so my rating comes as no surprise ",character
"However my rereading of the first book this time around was quite special because I read the recently published illustrated version ",plot
"I must say that the illustrations very much enhanced the story and made it even more magical ",plot
"They are unique because they dont look like what we see in the movies but at the same time they were exactly as I wouldve pictured them to be ",character
"I imagine that any child Harry Potter has and always will have a special place in my heart so my rating comes as no surprise ",character
"However my rereading of the first book this time around was quite special because I read the recently published illustrated version ",plot
"I must say that the illustrations very much enhanced the story and made it even more magical ",plot
"They are unique because they dont look like what we see in the movies but at the same time they were exactly as I wouldve pictured them to be ",character
"I imagine that any child who has a hard time imagining this fantasy world would only find help and guidance in this illustrated version ",neither
"I know I loved it and I cant wait till the second edition comes out ",neither
"Harry Potter changed my life ",plot
"If I hadnt read Harry Potter when I did I would not be the same person today ",neither
"What I am today in a part is due to Harry ",neither
"I cannot really say enough to make you understand how much Harry Potter means to me ",neither
"Publishers have my sympathy ",neither
"If I try to put myself in the place of an editor picking this manuscript from the pile I can say with some certainty that I would not have recognized it as the ticket to a multibillion dollar prize ",neither
"I would have thought to myself that it was a good fun read revisiting the magics chool trope and doing a fine job for children in the to range ",plot
"If I hadnt had anything better land on my desk I might have published it but then again like quite a number of Publishers have my sympathy ",neither
"If I try to put myself in the place of an editor picking this manuscript from the pile I can say with some certainty that I would not have recognized it as the ticket to a multibillion dollar prize ",neither
"I would have thought to myself that it was a good fun read revisiting the magics chool trope and doing a fine job for children in the to range ",plot
"If I hadnt had anything better land on my desk I might have published it but then again like quite a number of publishers I might have passed in favour of a book I liked better I read this maybe years back so I could share in what was exciting my three kids at the time ",neither
"And Ive read it twice to my daughter Celyn ",neither
"We read the first some years back and now shes were going to read the whole lot ",neither
"Shes very disabled and cant read for herself she cant hold the book or see the page for starters Having just finished Ive checked the shelves to discover we have two copies of book and two copies of book but none of book ",neither
"So JKR will be getting some more of my money shortly To the review ",neither
"I liked the book ",plot
"I have no idea why it has sold a gazzilion copies more than any other childrens book or why so many adults are so taken with it ",neither
"JKR writes solid enough prose though her addiction to adverbs in dialogue tags irks me no end he said testily ",plot
"She writes a fun and inventive story though the internal inconsistencies would have distressed me even as a child ",plot
"Why do the finest wizards in the land leave a great treasure guarded only by a series of puzzles rather than actual defences",neither
"If in the final scenes the puzzle poem hadnt been left to give the solution to the potion test ",neither
"or the key hadnt been left in the same room as the door that wouldnt yield to magic ",neither
"would that not have been a better way to defend the treasure",neither
"Yes ",neither
"it was more fun this way but ",neither
"dammit ",neither
"kids arent stupid But yes funny and inventive magic school dynamics of making friends and enemies the hijinx the evil baddie the chosen one ",neither
"its all good ",neither
"Celyn certainly enjoyed it ",neither
"Shes on team Hermionie The only other thing that really bothered me was the repeated insinuation present even in the term itself that muggles are somehow lesser ",plot
"That the random gift of magical ability somehow makes you better I remember that later on and hinted at in this book the idea of mudbloods wizards born of muggles is offered up as a proxy for racism and were invited to condemn Draco Malfoy for his views rightly so ",neither
"But all the time I read this Im feeling the hypocrisy embodied in the whole idea of muggles which albeit voiced without open malice is really the same damn thing ",neither
"I am not going to review Harry Potter that is just an impossible task ",neither
"Growing up I always had a lovehate relationship with Harry as the main character but this time around I just loved the lil guy ",character
"Maybe its because of all the tumblr headcanon Ive read but I honestly cried when he opened his Christmas presents and when he went to see his parents in th This was a reread for me obviously and it was so heartwarming and perfect ",plot
"Rereading Harry Potter is like coming home ",plot
"I listened to it on audio because Jim Dale is bae ",neither
"Seriously his Hagrid voice is my life ",neither
"Growing up I always had a lovehate relationship with Harry as the main character but this time around I just loved the lil guy ",character
"Maybe its because of all the tumblr headcanon Ive read but I honestly cried when he opened his Christmas presents and when he went to see his parents in the mirror every night ",plot
"tbh everything about this book made me emotional This reread also made me realize how many serious topics HP touches on bullying making friends loss love etc ",plot
"Since Im incredibly late to the party I dont feel there is much I can say that hasnt already been said ",plot
"That in mind I thoroughly enjoyed this beginning to a wonderful magical journey ",plot
"I cant wait to continue on with these new friends ",plot
"Harry Potter reread HARRY POTTER REREAD already is looking awesome Reading with a few other Potter heads at Buddies Books and Baubles ",plot
"Let the magic commence ",neither
"There are a bazzilion reviews for Harry Potter so IUll make this short and sweetThis is the story of a little boy who grew up thinking he was unremarkable and without any family that really cared for him Until he finds out that he is special and begins a magical journey that will change the course of his life forever Going to th Harry Potter reread HARRY POTTER REREAD already is looking awesomeReading with a few other Potter heads at Buddies Books and Baubles ",neither
"Let the magic commence ",neither
"There are a bazzilion reviews for Harry Potter so IUll make this short and sweetThis is the story of a little boy who grew up thinking he was unremarkable and without any family that really cared for himUntil he finds out that he is special and begins a magical journey that will change the course of his life foreverGoing to the best and most magical school in any universe Hogwarts No matter how many times I read this I m always transported into this great world all over again and get so lost in it ",plot
"This book and series is really fantastic no matter how old you are ",plot
"It is really amazing how much magic JK Rowling packed into this story ",plot
"On this my th or th reread I found so many little things I didnt see before ",plot
"There always seems to be something knew I pick up every time ",plot
"Like the dreams Harry has of a QuirrelUs turban talking to him telling him he is supposed to be in Slytherin ",neither
"Albus Dumbledore liking pin bowling and wanting wool socks more than anything else but people always give him booksI get so nostalgic every single time I read this and I love OlivanderUs wand shop the beginning of the friendship between Harry Ron and Hermione and how could we ever forget the crazy twin and all their hilarious antics ",character
"So many wonderful things in this world that IUd say even if you arenUt an avid reader it is one series everyone should read ",plot
"MY BLOG Melissa Martins Reading ListIM GOING TO ADD MY BIG OLE SPOILER THING FOR THOSE THAT HAVENT READ THESE BOOKS YET ",neither
"IM ALSO GOING TO ADD A FEW PICTURES THAT ARE IN THE BOOK SO YOU CAN SEE HOW BEAUTIFUL IT IS AND RUN OUT AND BUY IT IF YOU HAVENT ALREADYLET US BEGINPoor Harrys parents were killed by VOLDEMORT",plot
"Yep I said it So Dumbledore the head honcho and the gang decide to leave Harry with his mothers sister Aunt Petunia and Uncle Vernon and their brat of a son DudleyMY BLOG Melissa Martins Reading ListIM GOING TO ADD MY BIG OLE SPOILER THING FOR THOSE THAT HAVENT READ THESE BOOKS YET ",plot
"IM ALSO GOING TO ADD A FEW PICTURES THAT ARE IN THE BOOK SO YOU CAN SEE HOW BEAUTIFUL IT IS AND RUN OUT AND BUY IT IF YOU HAVENT ALREADYLET US BEGINPoor Harrys parents were killed by VOLDEMORT",plot
"Yep I said it So Dumbledore the head honcho and the gang decide to leave Harry with his mothers sister Aunt Petunia and Uncle Vernon and their brat of a son Dudley ",plot
"This was a huge mistake because they were so mean to him growing up ",plot
"He had to live in a cupboard under the stairs and wear Dudleys handmedowns ",plot
"They didnt get him gifts or do anything nice for him ",character
" They didnt even tell him what really happened to his parents what they were and what he was ",character
"until one day ",neither
"on his eleventh birthday he started getting all of these letters in the mail inviting him to Hogwarts School of Witchcraft and Wizardry ",neither
"But his stupid family tried to keep the letters from Harry this didnt go over well and we get to meet sweet wonderful Hagrid ",character
"Hagrid is stunned that Harry doesnt know anything about anything and begins to fill him in he also brings him a cake for his bday Moving on ",neither
"so Harry finds out about all the things he needs to find out about and Hagrid carts him off to the bank to get all of this money his parents left for him so he can buy supplies for school",neither
"I just loved in the movies and the books when they went shopping at Diagon Alley ",plot
"I want to go there",plot
"After Harry gets to school he gets into Gryffindor with his new friends Ron Hermione my heroine all of the Weasleys and Neville ",neither
"There are a lot of sweet people in their house ",character
"He has an arch nemesis named Malfoy that get into Slytherin the house Voldemort was in at one time ",character
"Soooooo ",neither
"Im not going to tell every little thing about the book as most have read it and some that havent just might take a little peek Lets sum this up to say that Harry gets on the Quidditch team read to find out what that is there are trolls with nasty snot a secret the group are trying to figure out great times spent with Hagrid many magical moments and an appearance of sorts by someone that will not be namedIm going to leave you with some pictures from the book I had no idea that Jim Kay who is the illustrator is the same man who illustrated A Monster Calls by Patrick Ness and he also has a rescued greyhound like me Yay",plot
"OH and there will be no captions to the pictures you can figure out most yourself or just look at the pretty pictures just know that there are many more pictures in the book and all of the pages have something cool on them",plot
"I highly recommend this edition of the book I will say again to go out and buy this illustrated edition its so wonderful and I cant wait to get the rest of them in the illustrated editions",plot
"Like yesterday",neither
"Kudos to JK Rowling for writing the series and to Jim Kay for his wonderful illustrations",plot
"Professor McGonagall approves I LOVED TAKING THIS TRIP BACK DOWN MEMORY LANE WITH THE GROUP AND THE MAGIC",character
"There is really no way to do this book justice ",plot
"I felt years younger in spirit just from reading it ",plot
"This is all ",neither
"always good for a comfort read ",plot
"So a bunch of my Goodreads friends are doing a Harry Potter reread challenge",neither
"And since I havent read these in like five years and Ive only read them onceU Ugasp I am joining in on the fun ",neither
"Finished rereading this one yesterday and I enjoyed it far more than the first two times I read it ",plot
"Some background I read the first two books when I was and then gave up and then I didnt read the entire series until I was The last time I read this series I went into it being a bit cy So a bunch of my Goodreads friends are doing a Harry Potter reread challenge",neither
"And since I havent read these in like five years and Ive only read them onceU Ugasp I am joining in on the fun ",neither
"Finished rereading this one yesterday and I enjoyed it far more than the first two times I read it ",plot
"Some background I read the first two books when I was and then gave up and then I didnt read the entire series until I was The last time I read this series I went into it being a bit cynical to be honest ",plot
"People had been telling me to read them for years and I resisted forever because ",neither
"I thought I was a cool nonconformist",neither
"I dont really know But anyway this time around Im just letting myself enjoy these books like a normal person ",plot
"And I really enjoyed my reread of this book ",plot
"Its a lot of fun its absorbing it has terrific and original worldbuilding and it has a great cast of characters Also now that Ive actually read the whole series I was amazed at how many allusions there are to the following books ",plot
"I know JK Rowling did a lot of careful planning and it shows Really looking forward to rereading the rest of the books Old review under the cutview spoiler Old review Okay so funny story ",plot
"I started to read these books back in third grade when they were first becoming like THE BIG THING ",neither
"I read the first two and a half and then gave up for one reason or another ",neither
"I got bored I guess",plot
"Eh dont remember ",neither
"And then I just never got around to reading them and everyone was constantly talking about them and bugging me to read them like POKE POKE BRIGID READ HARRY POTTER So I was like Yeah U Im not going to because Im a nonconformist And basically the whole thing just became really annoying ",neither
"because the more people told me to read them the more I didnt want to ",neither
