@relation review

@attribute sentence string
@attribute aspect {character,plot,neither}

@data
'Rowling continues Harrys quest to become the best wizard he can be at Hogwarts alongside his two best friends Ron and Hermione ',neither
'Great though not beautiful or superbly sophisticated writing smart development of characters and a clever plot with laudworthy foreshadowing motivate me to give this second installment five stars ',character
'One aspect of the book I loved was how Rowling built Harrys numerous conflicts ',neither
'There was internal conflict which house does Harry really belong in external conflict with other individuals darn the Malfoy family and all of Slytherin and external conflict with society everyone suspecting Harry of being the heir of Slytherin ',neither
'When all of these clashes are resolved by the end of the book it brings a strong feeling of satisfaction to those who empathize with Harry the underdog from the start ',neither
'Not to mention that I saw none of the plot twists coming that shows how even adults can attain entertainment from this series even if they have more foresight than I do ',neither
'The quote I included above also exemplifies this books appeal to all readers its a crosscutting theme amongst all ages that our actions make us who we are not just what were given by biology or God or whatever you believe inEveryone tells me that these books get more and more enthralling as they progress ',plot
'If so Harry Potter may become one of my favorite series of all time ',neither
'Better late than never right',neither
'JK Rowling me tiene atrapada en sus garras y me encanta ',neither
'Es que la pluma de esta mujer no te da chance de respirar en el buen sentido ',neither
'Solo quieres leer y descubrir los misterios junto a Harry Ron y Hermione ',character
'Como me encantarUEDa haberlo leUEDdo hace aUFos aunque se disfruta a cualquier edad leerlo cuando uno esta pequeUFo es una experiencia diferente a leerlo cuando esta mas mayor ',neither
'Ni un momento del libro me aburriUF lo mas mUEDnimo ',neither
'Esta lleno de secretos que se desenvuelven a un final marJK Rowling me tiene atrapada en sus garras y me encanta ',neither
'Es que la pluma de esta mujer no te da chance de respirar en el buen sentido ',neither
'Solo quieres leer y descubrir los misterios junto a Harry Ron y Hermione ',character
'Como me encantarUEDa haberlo leUEDdo hace aUFos aunque se disfruta a cualquier edad leerlo cuando uno esta pequeUFo es una experiencia diferente a leerlo cuando esta mas mayor ',neither
'Ni un momento del libro me aburriUF lo mas mUEDnimo ',neither
'Esta lleno de secretos que se desenvuelven a un final maravilloso ',neither
'Me recordUE de una o dos cosas mientras iba leyendo dado que ya habUEDa visto las pelUEDculas pero para nada arruino mi lectura ',neither
'Es verdad que Harry Potter ademas de tratarse de magia te la transmite al leer sus libros ',neither
'UAMe ha encantado',neither
'It is our choices Harry that show what we truly are far more than our abilitiesThis has to be one of the best quotes out thereAnother great book in the series and Im continuously amazed how enjoyable this series is reading it for the first time as an adult ',plot
'I know a lot of people consider this book to be their least favorite in the series and if thats true I cant imagine how good the rest of the books are ',neither
'Personally I feel like I liked it a tiny bit more that the first one it hIt is our choices Harry that show what we truly are far more than our abilitiesThis has to be one of the best quotes out thereAnother great book in the series and Im continuously amazed how enjoyable this series is reading it for the first time as an adult ',plot
'I know a lot of people consider this book to be their least favorite in the series and if thats true I cant imagine how good the rest of the books are ',neither
'Personally I feel like I liked it a tiny bit more that the first one it has a solid story arc but also sets up so much for the future ',plot
'Cant wait to read more',neither
'Oh so many memories coming back to me',neither
'The garden gnomes the hate for Professor Lockhart the frustration with the adorably sweet Dobby the horrifying spiders FawkesI feel myself being more and more swept away by this magical world with each book even with the reread the addiction definitely gets worse the more you read ',neither
'Just promise never to try and save my life againThe elfs ugly brown face split suddenly into a wide toothy smile ',neither
'cries over all the thing they cut out from the films I have nothing to say about this book because I still love it I just thought I should remind myself how much I love Harry Potter ',neither
'Also Im so excited for the illustrated edition of this I could die ',neither
'That is all ',neither
' Stars ReRead December It was so much fun to reread this',neither
'Im a little behind when it comes to updating my Goodreads because hello finals but why did it take me so long to read this one again',neither
'It definitely breathed some new life into my love for the second book and movie',neither
'Y van otras cinco estrellasSon nuestras elecciones Harry las que muestran lo que somos mucho mUEs que nuestras habilidadesAmo esto ',neither
'I cant even count how many times Ive reread this series but one thing is for certain Ive never enjoyed Chamber of Secrets as much as I have this time around ',plot
'Id forgotten so many things from this bookvanishing cabinet eh',neither
'And that Lockhart had me in stitches',neither
'Hes so full of himself a real piece of work and I loved it',character
'This is not a review ',neither
'Sorry VivianAllright now that weve got this out of the way I would like to point out three seemingly uninportant things that guaranteed this book five shining sparkling stars two of which the things not the stars only appeared in the very last pages of the book ',neither
'page For nearly a quarter of an hour Harry spoke into the rapt silence ',neither
'A quarter of an hour ',neither
'Not hours a seemingly endless amount of time half a day the whole night ',neither
'A quarter of anThis is not a review ',neither
'Sorry VivianAllright now that weve got this out of the way I would like to point out three seemingly uninportant things that guaranteed this book five shining sparkling stars two of which the things not the stars only appeared in the very last pages of the book ',neither
'page For nearly a quarter of an hour Harry spoke into the rapt silence A quarter of an hour ',neither
'Not hours a seemingly endless amount of time half a day the whole night ',neither
'A quarter of an hour ',neither
'In books the recounting of adventurous events always seems to take an enormous amount of time which always made me wonder how fucking slowly do those people talk',character
'Now this sentence here is what convinced me that JK Rowling not only is a great storyteller with an astounding imagination but she actively thinks about what shes writing ',plot
'What she says makes sense ',neither
'In my book thats what makes a winning writer ',neither
'page It only put me in Gryffindor said Harry in a defeated voice because I asked not to go in SlytherinExactly said Dumbledore beaming once more ',plot
'Which makes you very different from view spoilerTom Riddle hide spoiler ',neither
'I know I know everyones either read the books or seen the movies so its public knowledge anyway shut up It is our choices Harry that show what we truly are far more than our abilitiesThis book is bound to make children think ',neither
'How many books are there out there that while showing us adventures magic and monsters will also push tenyearolds to ponder on good and evil and what makes us who we are',plot
'Obviously this paragraph is one of a hundred in this book only that inspire such reflections ',neither
'Draw your own conclusions ',neither
'Dobby ',neither
'Hell kick your ass I dont think I need to say anything elseTom Riddle hide spoiler ',neither
'Aghhh as with the first book I absolutely adore this one even if its a bit childish and whimsical ',neither
'I love the whole premise of this one though I adore the idea of there being a hidden chamber and really the whole bringing in the idea of horcruxes before that idea was really fleshed outGetting to see Hagrids backstory was definitely something I felt needed to happen but I feel so bad for him considering it wasnt actually his fault that he was expelled ',character
'And Ginny ',neither
'Youve gotta feel bad foAghhh as with the first book I absolutely adore this one even if its a bit childish and whimsical ',neither
'I love the whole premise of this one though I adore the idea of there being a hidden chamber and really the whole bringing in the idea of horcruxes before that idea was really fleshed outGetting to see Hagrids backstory was definitely something I felt needed to happen but I feel so bad for him considering it wasnt actually his fault that he was expelled ',character
'And Ginny ',neither
'Youve gotta feel bad for her being so excited for her first year at Hogwarts and really just getting completely screwed over all because she was writing in a diary ',neither
'La verdad es que no creo que haya nada que decir de este libro ni de esta saga a estas alturas de la vida pero me apetece comentar unas cosillas asUED que voy a aprovechar ',neither
'Aviso de que va a haber spoilers UBFpero quiUEn no ha leUEDdo o visto Harry Potter en Primero una maravillosa continuaciUFn para un maravilloso comienzo ',neither
'En la cUEmara secreta vemos un ambiente mUEs sombrUEDo de Hogwarts durante todo el libro y no sUFlo al final ',neither
'Me encanta ver la diferencia que hay en la relaciUFn de el trUEDo de oLa verdad es que no creo que haya nada que decir de este libro ni de esta saga a estas alturas de la vida pero me apetece comentar unas cosillas asUED que voy a aprovechar ',neither
'Aviso de que va a haber spoilers UBFpero quiUEn no ha leUEDdo o visto Harry Potter en Primero una maravillosa continuaciUFn para un maravilloso comienzo ',neither
'En la cUEmara secreta vemos un ambiente mUEs sombrUEDo de Hogwarts durante todo el libro y no sUFlo al final ',neither
'Me encanta ver la diferencia que hay en la relaciUFn de el trUEDo de oro con respecto al primer libro ',neither
'Otra de las cosas que mUEs disfruto de estos libros son lo detallada que es la ambientaciUFn y el mundo tan sumamente complejo que crea Rowling ',neither
'Nunca me voy a cansar de aplaudirlo ni de apreciarlo ',neither
'AsUED que bravoNo puedo parar de amar a los protagonistas ',neither
'Son unos personajes que me han acompaUFado durante muchos aUFos ya sea en los libros o en las pelUEDculas ',neither
'Y siempre es agradable pasar un buen rato leyUEndolosAlgo que me ha encantado y de lo que no me he dado cuenta otras veces es de la gran cantidad de pistas que va dejando Rowling a lo largo de los libros ',neither
'Venga por favor que el fantasma de Tom Ryddle dice algo como hay una parte de mi alma en el diario y luego Dumbledore le dice a Harry que una parte de Voldemort vive en UEl ',neither
'Si es la primera vez que descubres esta historia son detalles sin mUEs que pasan desapercibidos pero cuando ya lo sabes todo te das cuenta de lo inteligente que fue la autora y de lo bien planeado que lo tenUEDa todo desde el principio ',neither
'SUFlo puedo aplaudir la maravillosa mente de esta mujer y las grandes historias que nos ha dado ',neither
'I LOVED IT EVEN MORE THAN THE FIRST TIME ',neither
'To see my full discussion post please visit my blog As you all probably know IUm from the Dominican Republic and I didnUt learn English until I was years old ',neither
'So the many many times IUve read the Harry Potter series they have always been in Spanish ',plot
'This year I decided to reread the entire series again as ten years more in the cases of a lot of the books have passed since I did that and I thought UCwhy not reading them in English this timeUD aI LOVED IT EVEN MORE THAN THE FIRST TIME ',neither
'To see my full discussion post please visit my blog As you all probably know IUm from the Dominican Republic and I didnUt learn English until I was years old ',neither
'So the many many times IUve read the Harry Potter series they have always been in Spanish ',plot
'This year I decided to reread the entire series again as ten years more in the cases of a lot of the books have passed since I did that and I thought UCwhy not reading them in English this timeUD and I am very glad I decided to do it because there are so many jokes that got lost in the translationOne of the best thing of rereading Harry Potter is that you get to notice the small details Queen JK throws in there that will make sense later in the seriesIUm enjoying myself SO MUCH rereading this series that means so much to me ',neither
'Harry Potter is my favorite series ever and IUm seeing a whole new wonderful perspective reading it now after so many years ',neither
'Even better the fourth fifth time around ',neither
'More of a mystery feel than many of the others and the introduction of the Burrow Colin Creevy and the defeat of the first horcrux though they dont realize it yetRead aloud I always think about the endings of the Harry Potter books which make me sob openly managed to hold it together this time WooT so I often forget how hilarious these books are ',plot
'The Death Day Party the angry cupids Dobby all nicely mixed in with the horroEven better the fourth fifth time around ',neither
'More of a mystery feel than many of the others and the introduction of the Burrow Colin Creevy and the defeat of the first horcrux though they dont realize it yetRead aloud I always think about the endings of the Harry Potter books which make me sob openly managed to hold it together this time WooT so I often forget how hilarious these books are ',plot
'The Death Day Party the angry cupids Dobby all nicely mixed in with the horrors of the Chamber ',neither
'And this is really where you begin to see that Ron and Hermione are attracted to each other whereas Harry and Ginny share the same sense of humor and the same type of bravery ',plot
'UCYou know what Harry',neither
'If he doesnUt stop trying to save your life heUs going to kill youUD Originally posted on Stellar Scrutiny Book BlogAh this one was really good',character
'Despite having finished this book merely three weeks ago I honestly cant recall much of the plot of Chamber of Secrets ',neither
'I remember the beginning with Dobby yes the narcissistic teacher Ha who can forget him Quidditch matches the Polyjuice Potion and Moaning Myrtles bathroom Draco being a git Harry having to regro UCYou know what Harry',neither
'If he doesnUt stop trying to save your life heUs going to kill youUD Originally posted on Stellar Scrutiny Book BlogAh this one was really good',character
'Despite having finished this book merely three weeks ago I honestly cant recall much of the plot of Chamber of Secrets ',neither
'I remember the beginning with Dobby yes the narcissistic teacher Ha who can forget him Quidditch matches the Polyjuice Potion and Moaning Myrtles bathroom Draco being a git Harry having to regrow his bones shivers all the er paralyzing and the ending ',character
'Forgive me if I leave out any detailsI liked it ',neither
'I liked it quite a bit maybe not as much as the first one but I still enjoyed it nonetheless ',plot
'This one was without doubt intenser is that a word than the first and a mystery begins to reveal itself ',neither
'Harry who I felt was slightly underdeveloped in the first novel is beginning to blossom into an amazing protagonist Ron and Hermione are just as spectacular as they were in the first book Draco is as unspectacular as he was in the first book and were introduced to Ginny',character
'I cant wait to see how her character develops throughout the series ',character
'The Plot UCIt is our choices Harry that show what we truly are far more than our abilitiesUD Harry Ron and Hermione are certainly in for an excited second year at Hogwarts',character
'Speaking of which I never really noticed the ironic name of the school until now ',neither
'Hogwarts its warthog in reverseIm so cleverThe story takes off as Harry is visited at Privet Drive by a rather pestering houseelf named Dobby who ceaselessly protests that something dreadful will occur if Harry returns to Hogwarts ',neither
'Being the persistent and stubborn thirteenyearold that Harry is he ignores Dobbys warnings and proceeds to the schoolby driving Mr Weasleys magically enhanced flying car there ',neither
'Yep that causes a wee bit of trouble ',neither
'UCOf all the trees we couldve hit we had to get one that hits backUD But ladies and gentlemen thats only the tip of the iceberg ',neither
'Not only are students inscrutably being petrified to stone but after everyone discovers that Harry is a parselmouth a trait passed on from Salazar Slytherin that allows you to speak to snakes he is one of the prime suspects ',plot
'Furthermore rumors that the Chamber of Secrets a mythical room that allegedly holds an appalling beast may be opening once more ',neither
'The Characters Ah what more can I say about these characters',character
'I still really really really like them all ',neither
'Harrys internal and external conflicts and how he deals with them along with his occasional burst of rage and frustration or dry retorts were more than amusing to read ',neither
'Hermiones wits and haughtiness was just as perfect as it was in the first book as was Rons snappy remarks and bickering with Hermionemy teenage girl romance sensors are tinglingA little more light is shed on Voldemort Hewhomustnotbenamed and itd be downright lie for me to say I expected that ending ',character
'You know a book is really affecting you when you shiver just thinking about the antagonist ',plot
'What I Loved Harry Potter',neither
'Yes yes yes',neither
'The first book was only pages so I can understand why Harry didnt develop that much but in Chamber of Secrets he begins to unravel many of his strengths and flawsI still like the characters from the first book and I really liked Dobby ',character
'Hehe that little houseelf is fantastic ',neither
'I was laughing so hard every time he tried to save Harry hence the quote on the top ',neither
'Fred and George continued to crack me up and Ron and Hermione are still perfect for each otherI loved how Riddles Diary worked ',plot
'I dont want to spoil anything but the purpose it serves to the plot fascinated meQuidditch',neither
'Or more specifically Lee Jordans commentary at the matches ',neither
'Ha haThe writing continues to entertain me but I do wish there werent so many dialogue tags with adverbs ',neither
'But hey this is a Middle Grade novel you get what you pay forThe ending was done much better than Sorcerers Stone ',neither
'It was slightly more complex and interested me more to be perfectly honest ',plot
'What I Didnt Love Geez the pacing again',neither
'As I just mentioned the ending was done much better that in the first novel but the rest of the novel felt much too fastI really wanted more Ginny',neither
'She really doesnt show up until the end ',neither
'sighWheres Dumbledore',neither
'I feel like he does nothing throughout the whole book and then just pops in at the end to explain everything to Harry ',character
'I really want to see more of him ',neither
'Final Thoughts Upon finishing this book I was lying awake at in the morning pondering whats next',neither
'If that isnt a clear indicator that Im officially hooked on this series then I dont know what is',neither
'I never really liked the idea of magic and wizards I thought it was tacky and frankly dont come after me with pitchforks please stupid ',neither
'These books have surely changed my opinion on thatIf you havent read this series yet what are you waiting for',neither
'Read it',neither
'D ',neither
'I always have to wonder just what Lucius plan was ',plot
'Its said in later books I believe that he didnt know what he had ',neither
'did he think it was just a cursed object',neither
'Or did he really think that the memory could have the power to do what he planned not knowing that there was a real tether ',character
'It just seems rather shortsighted on Lucius part ',neither
'Anyway this is actually my least favorite of the series ',neither
'I am far far in the minority on this but I just find Dobby to be a bit tiresome ',neither
'I know why peI always have to wonder just what Lucius plan was ',neither
'Its said in later books I believe that he didnt know what he had ',neither
'did he think it was just a cursed object',neither
'Or did he really think that the memory could have the power to do what he planned not knowing that there was a real tether ',character
'It just seems rather shortsighted on Lucius part ',neither
'Anyway this is actually my least favorite of the series ',neither
'I am far far in the minority on this but I just find Dobby to be a bit tiresome ',neither
'I know why people love him but each time I read this book I like him a bit less ',character
'I did love Snape in this book though he has a pretty small role in this one ',plot
'His microexpressions though ',neither
'love them ',neither
'When he finds out a student was taken into the Chamber and he grips the back of the chair that can be interpreted in so many ways ',neither
'That is why I love Snapes character so much hes not friendly not likable not charming ',character
'but throughout the whole series his smallest moves and gestures can be seen to be whatever the viewer projects on them ',neither
'Hes like a blank slate ',neither
'If you think hes evil you will see his actions that way ',plot
'I love that hes willing to walk that line ',neither
'Also this is the book that made me love Ron ',neither
'His reaction when Hermione is attacked and his slide down the wall when he hears about Ginny are just perfect ',character
'His reaction when Hermione recovers is so adorable and great ',character
'Its one of my favorite moments in the book and its literally like one sentence long ',neither
'I love Ron Hermione together ',character
'Harry and Hermione',character
'No way Anyway ',neither
'Im not reading these in my usual nointerruptions straight through method and it feels a bit weird but whatever ',plot
'Im going with it ',neither
'On with the next',neither
'Harry Potter and the Chamber of Secrets has always been one of my favourite books and movies in the series ',plot
'This seems to be a bit of an unpopular opinion with a lot of people citing this as their least favourite but I honestly cant understand why ',neither
'This has everything I love about the series humour darkness and a hell of a lot of heartI couldnt give this book anything less than five stars and a glowing review ',neither
'I am absolutely loving returning to these childhood favourites as an adultHarry Potter and the Chamber of Secrets has always been one of my favourite books and movies in the series ',plot
'This seems to be a bit of an unpopular opinion with a lot of people citing this as their least favourite but I honestly cant understand why ',neither
'This has everything I love about the series humour darkness and a hell of a lot of heartI couldnt give this book anything less than five stars and a glowing review ',neither
'I am absolutely loving returning to these childhood favourites as an adult I was immediately enveloped in the story and it was definitely a real comfort to read curled up on my sofa at home in the evenings ',neither
'The fact that this book in the series already started to betray the much darker themes that would come into the later books is something I love there is something so chilling about the bloodthirsty Harry hears the Petrified students and the messages daubed in blood ',neither
'And one of my alltime favourite things about this book',neither
'Gilderoy Lockhart ',neither
'He is honestly one of Rowlings best creations I think and it doesnt even bother me that Kenneth Branagh now features heavily in my mind whenever I read his scenes because it was perfect casting in my opinionWhat else can I say',neither
'I love this book I love this series ',neither
'Onto my reread of The Prisoner of Azkaban',neither
'Wow this was so so goodAt first I was a little iffy about it because the characters are so young ',character
'It took me a bit to get into but once they arrived at Hogwarts I loved it',neither
'I love how the writing really draws you in and gives such a beautiful atmosphere ',neither
'I loved all of the descriptions of the school it really engaged my imaginationI was surprised by how many times this book ',neither
'well ',neither
'surprised me',neither
'I thought I would be able to figure everything out but the plot is very intricate ',neither
'The twiWow this was so so goodAt first I was a little iffy about it because the characters are so young ',character
'It took me a bit to get into but once they arrived at Hogwarts I loved it',neither
'I love how the writing really draws you in and gives such a beautiful atmosphere ',neither
'I loved all of the descriptions of the school it really engaged my imaginationI was surprised by how many times this book ',neither
'well ',neither
'surprised me',neither
'I thought I would be able to figure everything out but the plot is very intricate ',neither
'The twists really got me and once the mysteries were solved it was cool to think back on all of the foreshadowing ',neither
'I love when little details that dont seem important come back later to play a big role and thats what this story doesI had a blast going on this journey with Harry in his second year and Im excited to continue on',plot
'UAHarry Potter corre un grave peligro',neither
'UAHarry Potter no debe volver a Hogwarts',neither
'Y despuUEs una cosa llevUF a la otra y alguien abriUF la CUEmara Secreta y Harry habla pUErsel y ayer empecUE y terminUE el libro Y NO ME ARREPIENTO DE NADA ',neither
'QUIERO PASAR UNA NAVIDAD EN HOGWARTSPERDUDN POR EL FANGIRLEO ',neither
'PRE ORDERED THIS ILLUSTRATED EDITION OF THE ND BOOK',neither
OMG,neither
'COMES OUT IN OCT ',neither
'UExacto Udijo Dumbledore volviendo a sonreUEDrU ',neither
'Eso es lo que te diferencia de Tom Ryddle ',neither
'Son nuestras elecciones Harry las que muestran lo que somos mucho mUEs que nuestras habilidades Tengo la sensaciUFn de que no va a ser suficiente ni cuando termine la saga completa ',neither
'richtig genial wieder ich hatte es gar nicht mehr so unheimlich in Erinnerung xD ',neither
'Bought this book when I was abroad in London',neither
' starsIM BACKWhat can I say about this amazing series that completely steal my heart',plot
'It doesnt matter if Im stressed and sick as I was in this past one week and a half this book completely soothes me ',neither
'For some people Harry Potter may just be a magical story that is far from reality and that they only find interesting ',neither
'For me its a way to travel to another world and get lost ',neither
'Its rooting for characters being scared for them and trying to guess what is going on ',character
'Its ',neither
'its tu starsIM BACKWhat can I say about this amazing series that completely steal my heart',plot
'It doesnt matter if Im stressed and sick as I was in this past one week and a half this book completely soothes me ',neither
'For some people Harry Potter may just be a magical story that is far from reality and that they only find interesting ',neither
'For me its a way to travel to another world and get lost ',neither
'Its rooting for characters being scared for them and trying to guess what is going on ',character
'Its ',neither
'its turning off everything around you and being happy to do it ',neither
'UCIt is our choices Harry that show what we truly are far more than our abilitiesUDThis book is different from all the other books because we are shown a side to Voldemort youknow who for the very first time ',neither
'His time as a student throughout his diary which is found by Harry and leaves him and us very confused and eager to know what does he has to do with everything going on in Hogwarts ',neither
'people are being petrified guys ',neither
'This book also has scaryyyyy monsters all over it',neither
'And we see how Harry and Ron deal with not having Hermiones cleverness beside them ',character
'UCHearing voices no one else can hear isnt a good sign even in the wizarding worldUDWhen I was a child I used to play Harry Potter with my brother and cousins ',neither
'The point was we would pick our wands our school pens and throw spells at each other and won the person that defeated the most and who used as many different spells as possible ',neither
'And I have to say if I had read this at the time or watched this movie more I would have won a thousand times ',neither
'This book is so rich in spells',neither
'Most of them bad hehe ',neither
'This is due to the fact that this has a lot of action and things that you didnt expect in a million years happen and youre left speechless ',neither
'And I love some good adventurefantasy story ',neither
'Yeah Harry Potter is a total mustread ',neither
'Besides I love Dumbledore from movie one and two so much that I kept reading this and imagining him as Dumbledore ',character
'With all his wisdom he reminds me a lot of my grandpa ',neither
'And my grandpa loved Harry Potter so its only fitting huh',neither
'Maybe its because Ive seen the movies and have an image with everything but reading these books feels so familiar its almost like coming home ',neither
'Just WOWThis book was predictable unpredictable for me at the same timePredictable because I was aware of all the scenes in this book due to its movie ',neither
'I have watched it when I was too young to understand the story of the moviesUnpredictable because I didnt know what would be the story of this book ',neither
'When I watched its movie I didnt understand its story except for the scenes of the movie are still in my mind ',neither
'I will watch the movies of the whole series after reading its books ',plot
'I havent HJust WOWThis book was predictable unpredictable for me at the same timePredictable because I was aware of all the scenes in this book due to its movie ',neither
'I have watched it when I was too young to understand the story of the moviesUnpredictable because I didnt know what would be the story of this book ',neither
'When I watched its movie I didnt understand its story except for the scenes of the movie are still in my mind ',neither
'I will watch the movies of the whole series after reading its books ',plot
'I havent HP movies except for one ',neither
'OVERVIEWAfter the coming of Harry at Hogwarts strange thing happens ',neither
'Students are been paralized by a mysterious way ',neither
'Nobody knows who does that ',neither
'TheyHarry Ron and Hermione find one clue a writing on the wall which readsChamber of Secrets has been opened ',character
'Enemies of the Heir bewareIn this book they are finding what the chamber of secrets is',neither
'OR What does it means by the Enemies of HeirDont open it if you dont want any revelationview spoilerChamber of Secrets is made by Salazar Slytherin one of the founders of Hogwarts to remove all the Mugglebornpeople without magic students from the HogwartsChamber of Secrets can only be opened by the true heir of Salazar Slytherin ',neither
'The chamber has been open before ',neither
'Both times there is the same man ',neither
'But this time Heir of Slytherin uses someone to open it ',neither
'hide spoiler THINGS I LIKEDQuidditch MatchIt was great ',plot
'This time this was more difficult than before ',neither
'Because someone bewitched the Bludgera ball which job is to knock out every player to attack only HarryMonster of the Chamber of SecretsJust loved it',plot
'What a powerful thing that was',neither
'view spoiler Just look in its eyes and you will be DEAD hide spoilerI liked Every thing in this book',plot
'THINGS I DIDNT LIKE Not That MuchThis book was little slow ',neither
'Almost half of the book I didnt understand why I am reading this book WHY',neither
'Because nothing special happened ',neither
'But I didnt give up because its slowness was not that bad to force me to leave this book ',neither
'It was just feeling natural to meLockhart I want to kill this character',character
'He was just unbearable for me to read ',neither
'I think author was just trying to show us that some people just take credit of others success and cant do anythings on their ownI totally love this book even with the things I didnt likeI would like to give this book Life Long Stars I recommend this series to everybody ',character
'You will not repent own your decisionPoint out my mistakes or my misunderstanding about this book if there are any ',plot
'I would be happy to see thatThanks for your attentionChamber of Secrets is made by Salazar Slytherin one of the founders of Hogwarts to remove all the Mugglebornpeople without magic students from the HogwartsChamber of Secrets can only be opened by the true heir of Salazar Slytherin ',neither
'The chamber has been open before ',neither
'Both times there is the same man ',neither
'But this time Heir of Slytherin uses someone to open it ',neither
'hide spoiler Just look in its eyes and you will be DEAD hide spoiler ',neither
'Reread November While this is probably one of my least favorites of the series its still a fantastic book ',neither
'I cant say for sure why I dont love it as much as the others but its just never stood out to meHowever upon rereading it I am reminded again how great Rowling is at developing a story arc',plot
'There are so many hints to later parts of the series in this book',neither
'Especially with Tom Riddle showing up the diary hints of Rons affection for Hermione and overall just building up the chReread November While this is probably one of my least favorites of the series its still a fantastic book ',character
'I cant say for sure why I dont love it as much as the others but its just never stood out to meHowever upon rereading it I am reminded again how great Rowling is at developing a story arc',plot
'There are so many hints to later parts of the series in this book',neither
'Especially with Tom Riddle showing up the diary hints of Rons affection for Hermione and overall just building up the characters and storyline ',character
'Its also really fun to see things of importance show up early in the story come into significance later onHere are some thoughts on things I noticed or didnt remember about this book while I was reading itLike in one of the Harry Potter video games Ron and Harry degnome the Burrows garden at the beginning of the book ',plot
'Hermiones parents actually go to Diagon Alley and exchange Muggle money at GringottsWhy wasnt Nearly Headless Nicks deathday party in the movie',character
'Also he died in which is when Columbus discovered America ',character
'SignificantAnd some old witch in Bath had a book that you could never stop reading',neither
'You just had to wander around with your nose in it trying to do everything onehanded p Sounds familiarI really wish they had the Valentines Day party in the movie with all the dwarves walking around dressed as cupids and delivering love messagesAragog is literally my biggest fearApparently Dumbledore back in the day was a Transfiguration professor at HogwartsAnd finally I knew Voldemort was an heir of Slytherin duh but I didnt realize he was the last heir of Slytherin ',character
'Dun dun duuuun stars because even when its my least favorite of the seven its still perfect ',neither
'EhDont get me wrong ',neither
'I wouldnt want to give the wrong idea ',neither
'This is Harry Potter and thus a part of my FAVORITE series ever ',neither
'However its probably my least favorite book oddly not my least favorite movie ',neither
'There are a few reasons for this the biggest one being that it came directly after Harry Potter and the Sorcerers StoneBook was SO amazing so entrancing that I dont know that there ever would have been a single book that could live up to it ',neither
'So immediately from the start ChEhDont get me wrong ',neither
'I wouldnt want to give the wrong idea ',neither
'This is Harry Potter and thus a part of my FAVORITE series ever ',neither
'However its probably my least favorite book oddly not my least favorite movie ',neither
'There are a few reasons for this the biggest one being that it came directly after Harry Potter and the Sorcerers StoneBook was SO amazing so entrancing that I dont know that there ever would have been a single book that could live up to it ',neither
'So immediately from the start Chamber of Secrets suffers ',neither
'Its actually not saying too much that its my least favorite because its still a solid fourstars but fulldisclosure and allConfession I dont like Dobby ',neither
'I never have ',neither
'And even though I have heartfelt emotions regarding him later in the series it doesnt ever negate the fact that I just do not like himWhat I really like here is that in this book you are first given the sense that this series is more than just books connected by characters but theres an overall storyline and plot running throughout ',plot
'That its not just going to be book after book after book of the same thing but that as our characters age and the world changes new and interesting and dangerous things are going to start happeningThen theres the new characters that start getting introduced ',plot
'In this book its primarily Dobby a houseelf and even though I dont like him I do LOVE the plotlines that his species opens up later in the series and Gilderoy Lockhart ',character
'By the way Kenneth Branaugh is brilliant as LockhartLockhart is the new Defense Against the Dark Arts teacher at Hogwarts a position that he seems to be eminently qualified for ',character
'Look I know a lot of people hate Lockhart I do too actually but I love to hate him ',character
'Seriously love it ',neither
'Hes a fantastic character even though he is a prat or maybe because he isConfession Im not the biggest Ginny fan ',character
'Especially not here in the beginning ',plot
'I feel for her but the heroworshipUgh ',neither
'Thankfully that doesnt last much beyond this bookBut there are so many things that I enjoy here too ',plot
'Peskipiksi Pesternomi ',neither
'Potion brewing in the bathroom ',neither
'Hermione ',character
'Dueling Club ',neither
'Fawkes ',neither
'Dwarves dressed as Cupids to deliver Valentines ',neither
'The thought of asking Snape for a lovepotion ',neither
'Harrys Valentine ',neither
'The MysteryThe mystery is actually quite good something Ive finally been able to realize and acknowledge on this last reread ',neither
'It unravels quite beautifully and with an awesome amount of building suspense ',neither
'Now onto one of my absolutely favorites Harry Potter and the Prisoner of Azkaban ',neither
'YESReview also available at The Book EatersPrevious reviewIve gotta be honest ',neither
'This was always my least favorite book ever since the first time I read it ',character
'But on this reread I was enchanted enthralled and left wondering what the hell my problem was previouslyOnce again I have no hope of doing a review of this book justiceOn to my favorite in the series Prisoner of Azkaban',neither
'Part of the EPIC Harry Potter Group Read ',neither
'Read originally in Reread in for HarryXmasToYouThere is SO MUCH MORE foreshadowing in this book than I ever realized before ',plot
'Peeves breaking the vanishing cabinet anyone Anyway a lot of people say this is their least favorite but I actually like it quite a lot',neither
'Ginny is one of my favorite characters so I love that she plays a pretty big role in this book ',character
'All in all just fantastic as always ',plot
'Very good a worthy followup to its predecessor ',neither
'I thought the diary business with Tom Riddle was a bit convoluted but still a very welldone page turner ',neither
'I love Hagrid hes my favorite character so farHope to get to The Prisoner of Azkaban soon ',character
'Ive always thought this was the weakest of the series but maybe not ',plot
'But even the weakest of the series is five stars for me ',neither
'More to come ',neither
'Naturally this was always going to be brilliant ',neither
'I loved book when it came out in the illustrated edition and I love book just as much ',neither
